FIPS,State,Carrier,Challenge?
540779642002174,WV,Frontier,N
540779642004062,WV,Frontier,N
540779642004070,WV,Frontier,N
540779642004095,WV,Frontier,N
540779643001064,WV,Frontier,N
540779643001065,WV,Frontier,N
540779643004043,WV,Frontier,N
540779643004044,WV,Frontier,N
540779643004058,WV,Frontier,N
540779643004059,WV,Frontier,N
540779643004060,WV,Frontier,N
540779643004061,WV,Frontier,N
540779643004062,WV,Frontier,N
540779643004063,WV,Frontier,N
540779643004064,WV,Frontier,N
540779643004065,WV,Frontier,N
540779643004066,WV,Frontier,N
540779643004067,WV,Frontier,N
540779643004068,WV,Frontier,N
540779643004079,WV,Frontier,N
540779645003037,WV,Frontier,N
540779645003038,WV,Frontier,N
540779645003040,WV,Frontier,N
540779645003041,WV,Frontier,N
540779645003042,WV,Frontier,N
540779645003046,WV,Frontier,N
540779645003047,WV,Frontier,N
540779645003048,WV,Frontier,N
540779645003187,WV,Frontier,N
540790201002009,WV,Frontier,N
540790201002015,WV,Frontier,N
540790202002106,WV,Frontier,N
540790202002117,WV,Frontier,N
540790203001036,WV,Frontier,N
540790203001037,WV,Frontier,N
540790203001038,WV,Frontier,N
540790203001044,WV,Frontier,N
540790203001054,WV,Frontier,N
540790203001058,WV,Frontier,N
540790203001059,WV,Frontier,N
540790203001065,WV,Frontier,N
540790203002005,WV,Frontier,N
540790203002010,WV,Frontier,N
540790203002025,WV,Frontier,N
540790203002047,WV,Frontier,N
540790203003035,WV,Frontier,N
540790203003042,WV,Frontier,N
540790203003049,WV,Frontier,N
540790203003075,WV,Frontier,N
540790203003100,WV,Frontier,N
540790203003109,WV,Frontier,N
540790204001026,WV,Frontier,N
540790204002087,WV,Frontier,N
540790204002092,WV,Frontier,N
540790204002094,WV,Frontier,N
540790204002097,WV,Frontier,N
540790204002099,WV,Frontier,N
540790204003002,WV,Frontier,N
540790204004000,WV,Frontier,N
540790204004001,WV,Frontier,N
540790204004003,WV,Frontier,N
540790204004012,WV,Frontier,N
540790206032008,WV,Frontier,N
540790206032017,WV,Frontier,N
540790206053014,WV,Frontier,N
540790207002000,WV,Frontier,N
540790207002029,WV,Frontier,N
540790207002041,WV,Frontier,N
540790207002043,WV,Frontier,N
540790207003013,WV,Frontier,N
540790207003048,WV,Frontier,N
540810005002001,WV,Frontier,N
540810008023005,WV,Frontier,N
540810008023041,WV,Frontier,N
540810008023044,WV,Frontier,N
540810008031001,WV,Frontier,N
540810008032009,WV,Frontier,N
540810008043001,WV,Frontier,N
540810009004044,WV,Frontier,N
540810009004082,WV,Frontier,N
540810009004084,WV,Frontier,N
540810009005000,WV,Frontier,N
540810010011038,WV,Frontier,N
540810011001021,WV,Frontier,N
540810011001025,WV,Frontier,N
540810011002004,WV,Frontier,N
540810011002033,WV,Frontier,N
540810011002048,WV,Frontier,N
540810011002133,WV,Frontier,N
540810013002076,WV,Frontier,N
540810014001013,WV,Frontier,N
540810014001014,WV,Frontier,N
540810014001017,WV,Frontier,N
540810015001002,WV,Frontier,N
540810015001015,WV,Frontier,N
540810015001073,WV,Frontier,N
540839659002128,WV,Frontier,N
540839659002136,WV,Frontier,N
540839663002022,WV,Frontier,N
540839663002054,WV,Frontier,N
540839663002093,WV,Frontier,N
540839663003029,WV,Frontier,N
540839663003030,WV,Frontier,N
540839665003076,WV,Frontier,N
540839665004050,WV,Frontier,N
540859623001051,WV,Frontier,N
540859623003097,WV,Frontier,N
540859623003099,WV,Frontier,N
540859623003125,WV,Frontier,N
540879628001003,WV,Frontier,N
540879628001053,WV,Frontier,N
540879628001055,WV,Frontier,N
540879628001057,WV,Frontier,N
540879628003002,WV,Frontier,N
540879628003005,WV,Frontier,N
540879628003006,WV,Frontier,N
540879628003008,WV,Frontier,N
540879628003013,WV,Frontier,N
540879628003020,WV,Frontier,N
540879628003021,WV,Frontier,N
540879628003022,WV,Frontier,N
540879628003043,WV,Frontier,N
540879629005021,WV,Frontier,N
540879629005037,WV,Frontier,N
540879631001004,WV,Frontier,N
540879631001019,WV,Frontier,N
540879631001027,WV,Frontier,N
540879631001031,WV,Frontier,N
540879631001032,WV,Frontier,N
540879631001033,WV,Frontier,N
540879631001034,WV,Frontier,N
540879631002000,WV,Frontier,N
540879631002001,WV,Frontier,N
540879631002002,WV,Frontier,N
540879631002004,WV,Frontier,N
540879631002011,WV,Frontier,N
540879631002013,WV,Frontier,N
540879631002016,WV,Frontier,N
540879631002019,WV,Frontier,N
540879631002031,WV,Frontier,N
540879631002106,WV,Frontier,N
540879631003008,WV,Frontier,N
540879631003019,WV,Frontier,N
540879631003022,WV,Frontier,N
540879631003030,WV,Frontier,N
540879631003090,WV,Frontier,N
540879631004000,WV,Frontier,N
540879631004005,WV,Frontier,N
540890005003005,WV,Frontier,N
540890006002187,WV,Frontier,N
540890006002192,WV,Frontier,N
540890006002201,WV,Frontier,N
540890006002213,WV,Frontier,N
540890006003009,WV,Frontier,N
540890006003014,WV,Frontier,N
540890006003017,WV,Frontier,N
540890006003168,WV,Frontier,N
540890006003169,WV,Frontier,N
540890006005024,WV,Frontier,N
540890006005113,WV,Frontier,N
540890008001033,WV,Frontier,N
540890008003117,WV,Frontier,N
540890008003118,WV,Frontier,N
540890008003122,WV,Frontier,N
540890008003123,WV,Frontier,N
540890008003124,WV,Frontier,N
540919649001047,WV,Frontier,N
540919649001056,WV,Frontier,N
540919649001064,WV,Frontier,N
540919649001066,WV,Frontier,N
540919649001067,WV,Frontier,N
540939652001024,WV,Frontier,N
540939652001036,WV,Frontier,N
540939652001045,WV,Frontier,N
540939652001047,WV,Frontier,N
540939652001091,WV,Frontier,N
540939652001092,WV,Frontier,N
540939652001102,WV,Frontier,N
540939652001140,WV,Frontier,N
540939652001158,WV,Frontier,N
540939652001159,WV,Frontier,N
540939653001081,WV,Frontier,N
540939653001105,WV,Frontier,N
540939653002034,WV,Frontier,N
540939653002035,WV,Frontier,N
540939653002036,WV,Frontier,N
540939653002037,WV,Frontier,N
540939653002039,WV,Frontier,N
540939653002040,WV,Frontier,N
540939653002041,WV,Frontier,N
540939653002042,WV,Frontier,N
540939653002047,WV,Frontier,N
540939653002052,WV,Frontier,N
540959619004136,WV,Frontier,N
540979666003074,WV,Frontier,N
540979666003082,WV,Frontier,N
540979666003084,WV,Frontier,N
540979666003086,WV,Frontier,N
540979666003087,WV,Frontier,N
540979666003089,WV,Frontier,N
540979670002010,WV,Frontier,N
540979670002027,WV,Frontier,N
540979670002063,WV,Frontier,N
540979670002064,WV,Frontier,N
540979670002067,WV,Frontier,N
540979670002075,WV,Frontier,N
540979670002076,WV,Frontier,N
540979670002077,WV,Frontier,N
540979670002078,WV,Frontier,N
540979670002080,WV,Frontier,N
540979670002094,WV,Frontier,N
540979670003006,WV,Frontier,N
540979670003018,WV,Frontier,N
540979670003019,WV,Frontier,N
540979670003020,WV,Frontier,N
540979670003022,WV,Frontier,N
540979670003027,WV,Frontier,N
540979670003028,WV,Frontier,N
540979670003029,WV,Frontier,N
540979670003031,WV,Frontier,N
540979670003033,WV,Frontier,N
540979670003034,WV,Frontier,N
540979670003035,WV,Frontier,N
540979670003037,WV,Frontier,N
540979670003038,WV,Frontier,N
540979670003039,WV,Frontier,N
540979670003041,WV,Frontier,N
540979670003042,WV,Frontier,N
540979670003043,WV,Frontier,N
540979670003046,WV,Frontier,N
540979670003050,WV,Frontier,N
540979670003051,WV,Frontier,N
540979670003053,WV,Frontier,N
540979670003054,WV,Frontier,N
540979670003055,WV,Frontier,N
540979670003057,WV,Frontier,N
540979670003058,WV,Frontier,N
540979670003059,WV,Frontier,N
540979670003061,WV,Frontier,N
540979670003062,WV,Frontier,N
540979670003063,WV,Frontier,N
540979670003064,WV,Frontier,N
540979670003065,WV,Frontier,N
540979670003075,WV,Frontier,N
540979670003081,WV,Frontier,N
540979670003092,WV,Frontier,N
540979670003093,WV,Frontier,N
540979670003094,WV,Frontier,N
540979670003095,WV,Frontier,N
540979670003096,WV,Frontier,N
540979670003100,WV,Frontier,N
540979670003102,WV,Frontier,N
540979670003106,WV,Frontier,N
540979670003107,WV,Frontier,N
540979670003124,WV,Frontier,N
540979670003125,WV,Frontier,N
540979670003130,WV,Frontier,N
540979670003138,WV,Frontier,N
540979670003139,WV,Frontier,N
540979670003140,WV,Frontier,N
540979670003141,WV,Frontier,N
540979670003150,WV,Frontier,N
540979670003151,WV,Frontier,N
540979670004007,WV,Frontier,N
540979671004098,WV,Frontier,N
540979671004119,WV,Frontier,N
540979671004120,WV,Frontier,N
540990204003011,WV,Frontier,N
540990205001032,WV,Frontier,N
540990205001047,WV,Frontier,N
540990205002002,WV,Frontier,N
540990205003021,WV,Frontier,N
540990205004001,WV,Frontier,N
540990205004007,WV,Frontier,N
540990205004012,WV,Frontier,N
540990205004038,WV,Frontier,N
540990205004040,WV,Frontier,N
540990205004042,WV,Frontier,N
540990205004044,WV,Frontier,N
540990206003023,WV,Frontier,N
540990209001009,WV,Frontier,N
540990209001027,WV,Frontier,N
540990209001031,WV,Frontier,N
540990209001121,WV,Frontier,N
540990209003027,WV,Frontier,N
540990209003037,WV,Frontier,N
540990209003039,WV,Frontier,N
540990209003043,WV,Frontier,N
540990209003051,WV,Frontier,N
540990209003070,WV,Frontier,N
541019701001148,WV,Frontier,N
541019701001278,WV,Frontier,N
541019701002011,WV,Frontier,N
541019701002015,WV,Frontier,N
541019701002027,WV,Frontier,N
541019701002041,WV,Frontier,N
541019701002052,WV,Frontier,N
541019703001260,WV,Frontier,N
541019703001273,WV,Frontier,N
541050301011000,WV,Frontier,N
541050301011002,WV,Frontier,N
541050301011038,WV,Frontier,N
541050301011049,WV,Frontier,N
541050301012042,WV,Frontier,N
541050301012045,WV,Frontier,N
541050301012047,WV,Frontier,N
541050301012048,WV,Frontier,N
541050301012049,WV,Frontier,N
541050301012050,WV,Frontier,N
541050301012051,WV,Frontier,N
541050301012055,WV,Frontier,N
541050301012060,WV,Frontier,N
541050301012062,WV,Frontier,N
541050301012063,WV,Frontier,N
541050301012066,WV,Frontier,N
541050301012067,WV,Frontier,N
541050301012068,WV,Frontier,N
541050301012069,WV,Frontier,N
541050301012125,WV,Frontier,N
541050301012131,WV,Frontier,N
541050301012143,WV,Frontier,N
541050301012151,WV,Frontier,N
541050301012153,WV,Frontier,N
541050301012155,WV,Frontier,N
541050301012156,WV,Frontier,N
541050301012157,WV,Frontier,N
541050301012158,WV,Frontier,N
541050301012159,WV,Frontier,N
541050301012160,WV,Frontier,N
541050301012161,WV,Frontier,N
541050301012163,WV,Frontier,N
541050301012164,WV,Frontier,N
541050301012165,WV,Frontier,N
541050301012166,WV,Frontier,N
541050301012167,WV,Frontier,N
541050301012168,WV,Frontier,N
541050301012169,WV,Frontier,N
541050301012170,WV,Frontier,N
541050301012171,WV,Frontier,N
541050301012173,WV,Frontier,N
541050301012174,WV,Frontier,N
541050301012175,WV,Frontier,N
541050301012176,WV,Frontier,N
541050301012177,WV,Frontier,N
541050301012178,WV,Frontier,N
541050301012179,WV,Frontier,N
541050301012180,WV,Frontier,N
541050301012181,WV,Frontier,N
541050301012183,WV,Frontier,N
541050301012184,WV,Frontier,N
541050301012185,WV,Frontier,N
541050301012186,WV,Frontier,N
541050301012291,WV,Frontier,N
541050301012292,WV,Frontier,N
541050301012293,WV,Frontier,N
541050301012294,WV,Frontier,N
541050301012313,WV,Frontier,N
541050301021119,WV,Frontier,N
541050301021136,WV,Frontier,N
541050301021141,WV,Frontier,N
541050301021142,WV,Frontier,N
541070101011006,WV,Frontier,N
541070106023000,WV,Frontier,N
541070106023053,WV,Frontier,N
541070106024000,WV,Frontier,N
541070106024003,WV,Frontier,N
541070106024004,WV,Frontier,N
541070106024007,WV,Frontier,N
541070106024011,WV,Frontier,N
541070106024015,WV,Frontier,N
541070106024017,WV,Frontier,N
541070106024019,WV,Frontier,N
541070106024020,WV,Frontier,N
541070106024021,WV,Frontier,N
541070106024022,WV,Frontier,N
541070106024023,WV,Frontier,N
541070106024025,WV,Frontier,N
541070106024027,WV,Frontier,N
541070106024039,WV,Frontier,N
541070106024040,WV,Frontier,N
541070106024075,WV,Frontier,N
541070106024077,WV,Frontier,N
541070106024083,WV,Frontier,N
541070107014001,WV,Frontier,N
541070107014014,WV,Frontier,N
541070107014017,WV,Frontier,N
541070107014018,WV,Frontier,N
541070107014020,WV,Frontier,N
541070107014021,WV,Frontier,N
541070107014023,WV,Frontier,N
541070107014024,WV,Frontier,N
541070107014025,WV,Frontier,N
541070107014033,WV,Frontier,N
541070107014059,WV,Frontier,N
541070107014164,WV,Frontier,N
541070107023004,WV,Frontier,N
541070107023053,WV,Frontier,N
541070107025100,WV,Frontier,N
541070107025104,WV,Frontier,N
541090028002030,WV,Frontier,N
541090028002092,WV,Frontier,N
550199502001069,WI,Frontier,N
550199502001070,WI,Frontier,N
550199502001071,WI,Frontier,N
550199502001074,WI,Frontier,N
550199502001075,WI,Frontier,N
550199502001080,WI,Frontier,N
550199502001082,WI,Frontier,N
550199502001083,WI,Frontier,N
550199505001007,WI,Frontier,N
550199505001008,WI,Frontier,N
550199505001011,WI,Frontier,N
550199505001072,WI,Frontier,N
550199505001073,WI,Frontier,N
550199505002090,WI,Frontier,N
550199505002102,WI,Frontier,N
550199505002104,WI,Frontier,N
550199505002105,WI,Frontier,N
550199505002106,WI,Frontier,N
550199505002114,WI,Frontier,N
550199505002115,WI,Frontier,N
550199505002116,WI,Frontier,N
550199505002117,WI,Frontier,N
550219701002115,WI,Frontier,N
550219702002002,WI,Frontier,N
550219702002009,WI,Frontier,N
550219702002044,WI,Frontier,N
550219702002049,WI,Frontier,N
550219702002055,WI,Frontier,N
550219702002058,WI,Frontier,N
550219702002063,WI,Frontier,N
550219702002064,WI,Frontier,N
550219702003001,WI,Frontier,N
550219702003015,WI,Frontier,N
550219702004179,WI,Frontier,N
550219703002046,WI,Frontier,N
550219703002049,WI,Frontier,N
550219703002050,WI,Frontier,N
550219703002051,WI,Frontier,N
550219703002054,WI,Frontier,N
550219703002056,WI,Frontier,N
550219703002202,WI,Frontier,N
550219703002203,WI,Frontier,N
550219703002204,WI,Frontier,N
550419501002116,WI,Frontier,N
550419501002118,WI,Frontier,N
550419501002130,WI,Frontier,N
550419504002001,WI,Frontier,N
550419504002009,WI,Frontier,N
550419504002011,WI,Frontier,N
550571004002025,WI,Frontier,N
550571004002063,WI,Frontier,N
550571007001063,WI,Frontier,N
550679601001002,WI,Frontier,N
550679601001004,WI,Frontier,N
550679601001045,WI,Frontier,N
550679601001112,WI,Frontier,N
550679601001113,WI,Frontier,N
550679601001119,WI,Frontier,N
550679601001123,WI,Frontier,N
550679601004008,WI,Frontier,N
550679601004011,WI,Frontier,N
550699605002078,WI,Frontier,N
550699605002096,WI,Frontier,N
550699605002097,WI,Frontier,N
550699605002108,WI,Frontier,N
550699605002111,WI,Frontier,N
550699605002119,WI,Frontier,N
550699605002120,WI,Frontier,N
550699606002000,WI,Frontier,N
550699606002001,WI,Frontier,N
550699606002005,WI,Frontier,N
550699606002011,WI,Frontier,N
550699606002012,WI,Frontier,N
550699606002013,WI,Frontier,N
550699606002014,WI,Frontier,N
550699606002039,WI,Frontier,N
550699606002040,WI,Frontier,N
550699606002043,WI,Frontier,N
550699606002114,WI,Frontier,N
550699606002115,WI,Frontier,N
550699606002116,WI,Frontier,N
550699606002127,WI,Frontier,N
550699606002128,WI,Frontier,N
550699606002129,WI,Frontier,N
550699606002130,WI,Frontier,N
550699606002131,WI,Frontier,N
550699606002132,WI,Frontier,N
550699606002133,WI,Frontier,N
550699606002134,WI,Frontier,N
550699606002135,WI,Frontier,N
550699606002136,WI,Frontier,N
550699606002139,WI,Frontier,N
550699606002140,WI,Frontier,N
550699606002141,WI,Frontier,N
550699606002142,WI,Frontier,N
550699606002143,WI,Frontier,N
550699606002144,WI,Frontier,N
550699606002145,WI,Frontier,N
550699606002146,WI,Frontier,N
550699606003009,WI,Frontier,N
550699606003010,WI,Frontier,N
550699606003011,WI,Frontier,N
550699606003012,WI,Frontier,N
550699606003013,WI,Frontier,N
550699606003017,WI,Frontier,N
550699606003018,WI,Frontier,N
550699606003019,WI,Frontier,N
550699606003020,WI,Frontier,N
550699606003031,WI,Frontier,N
550699606003069,WI,Frontier,N
550699606003070,WI,Frontier,N
550699606003083,WI,Frontier,N
550699607001003,WI,Frontier,N
550699607001004,WI,Frontier,N
550699607001005,WI,Frontier,N
550699607001009,WI,Frontier,N
550699607001010,WI,Frontier,N
550699607001012,WI,Frontier,N
550699607001013,WI,Frontier,N
550699607001018,WI,Frontier,N
550699607001019,WI,Frontier,N
550699607001020,WI,Frontier,N
550699607001021,WI,Frontier,N
550699607001022,WI,Frontier,N
550699607001024,WI,Frontier,N
550699607001028,WI,Frontier,N
550699607001030,WI,Frontier,N
550699607001034,WI,Frontier,N
550699607001035,WI,Frontier,N
550699607001068,WI,Frontier,N
550699607001072,WI,Frontier,N
550699607001080,WI,Frontier,N
550699607001082,WI,Frontier,N
550699607001084,WI,Frontier,N
550699607001085,WI,Frontier,N
550699607001086,WI,Frontier,N
550699607001092,WI,Frontier,N
550699607001093,WI,Frontier,N
550699607001099,WI,Frontier,N
550699607001109,WI,Frontier,N
550699607001122,WI,Frontier,N
550699607003019,WI,Frontier,N
550699607003020,WI,Frontier,N
550699607003022,WI,Frontier,N
550699607003024,WI,Frontier,N
550699607003025,WI,Frontier,N
550699607003047,WI,Frontier,N
550699607003049,WI,Frontier,N
550699607003050,WI,Frontier,N
550699610001092,WI,Frontier,N
550730014003001,WI,Frontier,N
550730014003002,WI,Frontier,N
550730014003003,WI,Frontier,N
550730014003007,WI,Frontier,N
550730014003008,WI,Frontier,N
550730014003009,WI,Frontier,N
550730014003010,WI,Frontier,N
550730014003011,WI,Frontier,N
550730014003012,WI,Frontier,N
550730014003013,WI,Frontier,N
550730014003016,WI,Frontier,N
550730014003017,WI,Frontier,N
550730014003018,WI,Frontier,N
550730014003019,WI,Frontier,N
550730014003020,WI,Frontier,N
550730014003021,WI,Frontier,N
550730014003022,WI,Frontier,N
550730014003023,WI,Frontier,N
550730014003024,WI,Frontier,N
550730014003025,WI,Frontier,N
550730014003033,WI,Frontier,N
550730014003034,WI,Frontier,N
550730014003035,WI,Frontier,N
550730014003037,WI,Frontier,N
550730014003038,WI,Frontier,N
550730014003039,WI,Frontier,N
550730014003085,WI,Frontier,N
550730015001002,WI,Frontier,N
550730015001003,WI,Frontier,N
550730015001004,WI,Frontier,N
550730015001005,WI,Frontier,N
550730015001006,WI,Frontier,N
550730015001007,WI,Frontier,N
550730015001010,WI,Frontier,N
550730015001011,WI,Frontier,N
550730015001014,WI,Frontier,N
550730015001015,WI,Frontier,N
550730015001021,WI,Frontier,N
550730015001022,WI,Frontier,N
550730015001024,WI,Frontier,N
550730015001039,WI,Frontier,N
550730015001063,WI,Frontier,N
550730015001064,WI,Frontier,N
550730015003049,WI,Frontier,N
550730023006010,WI,Frontier,N
550730023006011,WI,Frontier,N
550730023006012,WI,Frontier,N
550730023006013,WI,Frontier,N
550730023006014,WI,Frontier,N
550730023006015,WI,Frontier,N
550730023006036,WI,Frontier,N
550730023006039,WI,Frontier,N
551039701001079,WI,Frontier,N
551039701002076,WI,Frontier,N
551039701002180,WI,Frontier,N
551039701002181,WI,Frontier,N
551039701002182,WI,Frontier,N
551039701002187,WI,Frontier,N
551039701002199,WI,Frontier,N
551039701002203,WI,Frontier,N
551039701002204,WI,Frontier,N
551039701002205,WI,Frontier,N
551039701002206,WI,Frontier,N
551039701002215,WI,Frontier,N
551039701002216,WI,Frontier,N
551039701002217,WI,Frontier,N
551039701002218,WI,Frontier,N
551039701002219,WI,Frontier,N
551039701002220,WI,Frontier,N
551039701002222,WI,Frontier,N
551039701002223,WI,Frontier,N
551039701002224,WI,Frontier,N
551039701002225,WI,Frontier,N
551039701002226,WI,Frontier,N
551039701002229,WI,Frontier,N
551039701002230,WI,Frontier,N
551039701002244,WI,Frontier,N
551039701002261,WI,Frontier,N
551039702004023,WI,Frontier,N
551039702004027,WI,Frontier,N
551039702004029,WI,Frontier,N
551039702004030,WI,Frontier,N
551039702004031,WI,Frontier,N
551039702004032,WI,Frontier,N
551039702004033,WI,Frontier,N
551039702004034,WI,Frontier,N
551039702004035,WI,Frontier,N
551039702004036,WI,Frontier,N
551039702004037,WI,Frontier,N
551039702004038,WI,Frontier,N
551039702004039,WI,Frontier,N
551039702004040,WI,Frontier,N
551039702004041,WI,Frontier,N
551039702004042,WI,Frontier,N
551039702004044,WI,Frontier,N
551039702004045,WI,Frontier,N
551039702004047,WI,Frontier,N
551039702004049,WI,Frontier,N
551039702004051,WI,Frontier,N
551039702004052,WI,Frontier,N
551039702004053,WI,Frontier,N
551039702004054,WI,Frontier,N
551039702004055,WI,Frontier,N
551039702004056,WI,Frontier,N
551039702004060,WI,Frontier,N
551039702004061,WI,Frontier,N
551039702004069,WI,Frontier,N
551039702004073,WI,Frontier,N
551039702004075,WI,Frontier,N
551039702004136,WI,Frontier,N
551199601001016,WI,Frontier,N
551199601001017,WI,Frontier,N
551199601001030,WI,Frontier,N
551199601001031,WI,Frontier,N
551199601001032,WI,Frontier,N
551199601001033,WI,Frontier,N
551199601001034,WI,Frontier,N
551199601001039,WI,Frontier,N
551199601001040,WI,Frontier,N
551199601001041,WI,Frontier,N
551199601001042,WI,Frontier,N
551199601001043,WI,Frontier,N
551199601001044,WI,Frontier,N
551199601001045,WI,Frontier,N
551199601001046,WI,Frontier,N
551199601001047,WI,Frontier,N
551199601001048,WI,Frontier,N
551199601001056,WI,Frontier,N
551199601002003,WI,Frontier,N
551199601002007,WI,Frontier,N
551199601002008,WI,Frontier,N
551199601002009,WI,Frontier,N
551199601002010,WI,Frontier,N
551199601002033,WI,Frontier,N
551199601002036,WI,Frontier,N
551199601002037,WI,Frontier,N
551199601002038,WI,Frontier,N
551199601002039,WI,Frontier,N
551199601002040,WI,Frontier,N
551199601002041,WI,Frontier,N
551199601002042,WI,Frontier,N
551199601002043,WI,Frontier,N
551199601002044,WI,Frontier,N
551199601002045,WI,Frontier,N
551199601002046,WI,Frontier,N
551199601002047,WI,Frontier,N
551199601002048,WI,Frontier,N
551199601002049,WI,Frontier,N
551199601002050,WI,Frontier,N
551199601002051,WI,Frontier,N
551199601002052,WI,Frontier,N
551199601002053,WI,Frontier,N
551199601002054,WI,Frontier,N
551199601002055,WI,Frontier,N
551199601002056,WI,Frontier,N
551199601002057,WI,Frontier,N
551199601002058,WI,Frontier,N
551199601002059,WI,Frontier,N
551199601002060,WI,Frontier,N
551199601002061,WI,Frontier,N
551199601002062,WI,Frontier,N
551199601002063,WI,Frontier,N
551199601002064,WI,Frontier,N
551199601002065,WI,Frontier,N
551199601002066,WI,Frontier,N
551199601002067,WI,Frontier,N
551199601002068,WI,Frontier,N
551199601002069,WI,Frontier,N
551199601002070,WI,Frontier,N
551199601002071,WI,Frontier,N
551199601002072,WI,Frontier,N
551199601002073,WI,Frontier,N
551199601002074,WI,Frontier,N
551199601002075,WI,Frontier,N
551199601002076,WI,Frontier,N
551199601002077,WI,Frontier,N
551199601002078,WI,Frontier,N
551199601002079,WI,Frontier,N
551199601002080,WI,Frontier,N
551199601002081,WI,Frontier,N
551199601002082,WI,Frontier,N
551199601002083,WI,Frontier,N
551199601002084,WI,Frontier,N
551199601002085,WI,Frontier,N
551199601002086,WI,Frontier,N
551199601002087,WI,Frontier,N
551199601002088,WI,Frontier,N
551199601002089,WI,Frontier,N
551199601002090,WI,Frontier,N
551199601002091,WI,Frontier,N
551199601002092,WI,Frontier,N
551199601002093,WI,Frontier,N
551199601002094,WI,Frontier,N
551199601002095,WI,Frontier,N
551199601002096,WI,Frontier,N
551199601002097,WI,Frontier,N
551199601002098,WI,Frontier,N
551199601002099,WI,Frontier,N
551199601002100,WI,Frontier,N
551199601002101,WI,Frontier,N
551199601002104,WI,Frontier,N
551199601002105,WI,Frontier,N
551199601002106,WI,Frontier,N
551199601002107,WI,Frontier,N
551199601002108,WI,Frontier,N
551199601002109,WI,Frontier,N
551199601002111,WI,Frontier,N
551199601003000,WI,Frontier,N
551199601003001,WI,Frontier,N
551199601003002,WI,Frontier,N
551199601003003,WI,Frontier,N
551199601003004,WI,Frontier,N
551199601003005,WI,Frontier,N
551199601003006,WI,Frontier,N
551199601003008,WI,Frontier,N
551199601003010,WI,Frontier,N
551199601003021,WI,Frontier,N
551199601003080,WI,Frontier,N
040159504011251,AZ,Frontier,N
040159504011252,AZ,Frontier,N
040159504011266,AZ,Frontier,N
040159504011267,AZ,Frontier,N
040159504011269,AZ,Frontier,N
040159504011273,AZ,Frontier,N
040159504011274,AZ,Frontier,N
040159504012124,AZ,Frontier,N
040159504012125,AZ,Frontier,N
040159504012127,AZ,Frontier,N
040159504012128,AZ,Frontier,N
040159504012129,AZ,Frontier,N
040159504012169,AZ,Frontier,N
040159504012206,AZ,Frontier,N
040159504012244,AZ,Frontier,N
060490003002556,CA,Frontier,N
060630005012002,CA,Frontier,N
060630005012005,CA,Frontier,N
060630005012006,CA,Frontier,N
060630005012007,CA,Frontier,N
060630005012008,CA,Frontier,N
060630005012022,CA,Frontier,N
060630005012074,CA,Frontier,N
060630005012075,CA,Frontier,N
120330038001246,FL,Frontier,N
120330038001247,FL,Frontier,N
120330038001256,FL,Frontier,N
120330038001257,FL,Frontier,N
120330038001258,FL,Frontier,N
120330038001259,FL,Frontier,N
120330038001260,FL,Frontier,N
120330038001261,FL,Frontier,N
120330038001262,FL,Frontier,N
120330038001264,FL,Frontier,N
120330038001265,FL,Frontier,N
120330038001266,FL,Frontier,N
120330038001267,FL,Frontier,N
120330038001268,FL,Frontier,N
120330038001269,FL,Frontier,N
120330038001270,FL,Frontier,N
120330038001271,FL,Frontier,N
120330038001272,FL,Frontier,N
120330038001273,FL,Frontier,N
120330038001274,FL,Frontier,N
120330038001275,FL,Frontier,N
120330038001276,FL,Frontier,N
120330038001277,FL,Frontier,N
120330038001279,FL,Frontier,N
120330038001280,FL,Frontier,N
120330038001281,FL,Frontier,N
120330038001282,FL,Frontier,N
120330038001283,FL,Frontier,N
120330038001284,FL,Frontier,N
120330038001285,FL,Frontier,N
120330038001286,FL,Frontier,N
120330038001287,FL,Frontier,N
120330038001288,FL,Frontier,N
120330038001289,FL,Frontier,N
120330038001290,FL,Frontier,N
120330038001291,FL,Frontier,N
120330038001292,FL,Frontier,N
120330038001293,FL,Frontier,N
120330038001294,FL,Frontier,N
120330038001295,FL,Frontier,N
120330038001296,FL,Frontier,N
120330038001297,FL,Frontier,N
120330038001298,FL,Frontier,N
120330038001299,FL,Frontier,N
120330038001300,FL,Frontier,N
120330038001301,FL,Frontier,N
120330038001302,FL,Frontier,N
120330038001303,FL,Frontier,N
120330038001304,FL,Frontier,N
120330038001320,FL,Frontier,N
120330038001399,FL,Frontier,N
120330038001409,FL,Frontier,N
120330038001410,FL,Frontier,N
120330038001416,FL,Frontier,N
120330038001418,FL,Frontier,N
120330038001423,FL,Frontier,N
120330038001424,FL,Frontier,N
120330038001523,FL,Frontier,N
120330038001580,FL,Frontier,N
120330038001581,FL,Frontier,N
120330038001582,FL,Frontier,N
120330038001583,FL,Frontier,N
120330038001584,FL,Frontier,N
120330038001585,FL,Frontier,N
120330038001607,FL,Frontier,N
120330038001608,FL,Frontier,N
120330038001813,FL,Frontier,N
120330038001818,FL,Frontier,N
120330038001819,FL,Frontier,N
120330038001824,FL,Frontier,N
120330038001825,FL,Frontier,N
120330038001827,FL,Frontier,N
120330038001828,FL,Frontier,N
120330038001829,FL,Frontier,N
120330038001905,FL,Frontier,N
120330038001935,FL,Frontier,N
120330038001936,FL,Frontier,N
120330038001939,FL,Frontier,N
120330038002000,FL,Frontier,N
